"variable","percent.contribution","permutation.importance","ImpRank","PercContRank","modnr"
"cont300dist",22.8726,12.7273,2,1,458
"cont800dist",20.9449,21.3636,1,2,458
"distToShore",14.3506,7.7273,6,3,458
"EMPEabund",14.1787,5.4545,8,4,458
"EMPEdist",7.2785,12.2727,3,5,458
"distNearestIceEdge",6.3686,8.1818,5,6,458
"Persistence2Years",5.8736,9.0909,4,7,458
"PredictabilityOct5Years",2.2263,3.1818,11,8,458
"meanslope",1.2818,6.3636,7,9,458
"meanbathy",1.2623,0.4545,15,10,458
"fastIceRatio",1.2144,2.2727,12,11,458
"ADPEabund",1.0463,1.3636,13,12,458
"glacierdist",0.6495,3.6364,10,13,458
"ADPEdist",0.4153,4.5455,9,14,458
"InTrough",0.0366,0,17,15,458
"PredictabilityDec5Years",0,1.3636,14,16,458
"DecemberIcePresence",0,0,16,17,458
"cont300dist",24.7612,15.7576,3,1,459
"cont800dist",23.3758,24.8485,1,2,459
"EMPEdist",16.6731,16.3636,2,3,459
"distToShore",9.0995,10.9091,4,4,459
"EMPEabund",5.9497,7.2727,5,5,459
"ADPEdist",4.8721,4.8485,6,6,459
"Persistence2Years",4.4266,4.8485,7,7,459
"distNearestIceEdge",3.6708,3.6364,9,8,459
"PredictabilityOct5Years",3.0451,4.2424,8,9,459
"glacierdist",1.1227,2.4242,10,10,459
"DecemberIcePresence",0.9072,0.6061,14,11,459
"InTrough",0.6558,0,15,12,459
"fastIceRatio",0.6042,1.2121,13,13,459
"ADPEabund",0.5109,1.2121,12,14,459
"meanslope",0.3248,1.8182,11,15,459
"meanbathy",4e-04,0,17,16,459
"PredictabilityDec5Years",0,0,16,17,459
"cont300dist",24.7612,18.0124,2,1,460
"cont800dist",23.3758,23.6025,1,2,460
"EMPEdist",16.6731,17.3913,3,3,460
"distToShore",9.0995,9.9379,4,4,460
"EMPEabund",5.9497,6.8323,5,5,460
"ADPEdist",4.8721,3.7267,7,6,460
"Persistence2Years",4.4266,3.7267,8,7,460
"distNearestIceEdge",3.6708,1.2422,13,8,460
"PredictabilityOct5Years",3.0451,6.8323,6,9,460
"glacierdist",1.1227,1.8634,11,10,460
"DecemberIcePresence",0.9072,0.6211,14,11,460
"InTrough",0.6558,0,15,12,460
"fastIceRatio",0.6042,1.8634,10,13,460
"ADPEabund",0.5109,2.4845,9,14,460
"meanslope",0.3248,1.8634,12,15,460
"meanbathy",4e-04,0,17,16,460
"PredictabilityDec5Years",0,0,16,17,460
"cont300dist",22.8726,16.8889,2,1,461
"cont800dist",20.9449,19.5556,1,2,461
"distToShore",14.3506,8.4444,4,3,461
"EMPEabund",14.1787,6.2222,7,4,461
"EMPEdist",7.2785,12,3,5,461
"distNearestIceEdge",6.3686,7.1111,6,6,461
"Persistence2Years",5.8736,7.1111,5,7,461
"PredictabilityOct5Years",2.2263,2.2222,13,8,461
"meanslope",1.2818,6.2222,8,9,461
"meanbathy",1.2623,0.4444,15,10,461
"fastIceRatio",1.2144,1.3333,14,11,461
"ADPEabund",1.0463,3.1111,10,12,461
"glacierdist",0.6495,3.5556,9,13,461
"ADPEdist",0.4153,3.1111,11,14,461
"InTrough",0.0366,0,17,15,461
"PredictabilityDec5Years",0,2.6667,12,16,461
"DecemberIcePresence",0,0,16,17,461
"cont300dist",22.8726,13.0088,2,1,462
"cont800dist",20.9449,21.3716,1,2,462
"distToShore",14.3506,11.615,4,3,462
"EMPEabund",14.1787,4.646,9,4,462
"EMPEdist",7.2785,12.5442,3,5,462
"distNearestIceEdge",6.3686,5.5752,8,6,462
"Persistence2Years",5.8736,7.8982,5,7,462
"PredictabilityOct5Years",2.2263,6.0398,7,8,462
"meanslope",1.2818,6.5044,6,9,462
"meanbathy",1.2623,0.4646,15,10,462
"fastIceRatio",1.2144,2.323,11,11,462
"ADPEabund",1.0463,0.4646,14,12,462
"glacierdist",0.6495,1.9694,12,13,462
"ADPEdist",0.4153,4.1814,10,14,462
"InTrough",0.0366,0,17,15,462
"PredictabilityDec5Years",0,1.3938,13,16,462
"DecemberIcePresence",0,0,16,17,462
"cont300dist",22.8726,16.0976,2,1,463
"cont800dist",20.9449,20.4878,1,2,463
"distToShore",14.3506,9.2683,4,3,463
"EMPEabund",14.1787,4.3902,8,4,463
"EMPEdist",7.2785,13.1707,3,5,463
"distNearestIceEdge",6.3686,7.8049,5,6,463
"Persistence2Years",5.8736,6.3415,7,7,463
"PredictabilityOct5Years",2.2263,3.4146,10,8,463
"meanslope",1.2818,6.8293,6,9,463
"meanbathy",1.2623,0.4878,16,10,463
"fastIceRatio",1.2144,0.4878,15,11,463
"ADPEabund",1.0463,1.9512,12,12,463
"glacierdist",0.6495,1.9512,13,13,463
"ADPEdist",0.4153,3.9024,9,14,463
"InTrough",0.0366,0.9756,14,15,463
"PredictabilityDec5Years",0,2.439,11,16,463
"DecemberIcePresence",0,0,17,17,463
"cont300dist",24.7612,18.6335,2,1,464
"cont800dist",23.3758,25.4658,1,2,464
"EMPEdist",16.6731,15.528,3,3,464
"distToShore",9.0995,9.3168,4,4,464
"EMPEabund",5.9497,4.9689,6,5,464
"ADPEdist",4.8721,1.2422,13,6,464
"Persistence2Years",4.4266,6.2112,5,7,464
"distNearestIceEdge",3.6708,4.3478,7,8,464
"PredictabilityOct5Years",3.0451,3.1056,8,9,464
"glacierdist",1.1227,3.1056,9,10,464
"DecemberIcePresence",0.9072,1.2422,14,11,464
"InTrough",0.6558,0.6211,15,12,464
"fastIceRatio",0.6042,1.8634,11,13,464
"ADPEabund",0.5109,2.4845,10,14,464
"meanslope",0.3248,1.8634,12,15,464
"meanbathy",4e-04,0,17,16,464
"PredictabilityDec5Years",0,0,16,17,464
"cont300dist",22.8726,16.0338,2,1,465
"cont800dist",20.9449,22.3629,1,2,465
"distToShore",14.3506,8.0169,5,3,465
"EMPEabund",14.1787,5.0633,8,4,465
"EMPEdist",7.2785,10.9705,3,5,465
"distNearestIceEdge",6.3686,6.3291,6,6,465
"Persistence2Years",5.8736,10.1266,4,7,465
"PredictabilityOct5Years",2.2263,2.5316,11,8,465
"meanslope",1.2818,6.3291,7,9,465
"meanbathy",1.2623,0.4219,15,10,465
"fastIceRatio",1.2144,0,17,11,465
"ADPEabund",1.0463,2.1097,12,12,465
"glacierdist",0.6495,4.6414,9,13,465
"ADPEdist",0.4153,4.2194,10,14,465
"InTrough",0.0366,0.4219,13,15,465
"PredictabilityDec5Years",0,0.4219,14,16,465
"DecemberIcePresence",0,0,16,17,465
"cont800dist",22.8943,22.1507,1,1,466
"cont300dist",21.0195,14.5728,3,2,466
"EMPEdist",15.9145,15.1557,2,3,466
"distToShore",9.7668,12.8241,4,4,466
"ADPEdist",5.5381,4.0804,8,5,466
"EMPEabund",5.4507,5.8291,6,6,466
"Persistence2Years",4.3967,4.0804,9,7,466
"PredictabilityOct5Years",3.5756,2.9146,11,8,466
"distNearestIceEdge",3.2996,8.1608,5,9,466
"DecemberIcePresence",3.0072,0.5829,13,10,466
"InTrough",2.1346,0,16,11,466
"glacierdist",1.1425,3.6584,10,12,466
"meanslope",0.8696,4.6633,7,13,466
"ADPEabund",0.5049,0,15,14,466
"meanbathy",0.397,1.1658,12,15,466
"fastIceRatio",0.0886,0.161,14,16,466
"PredictabilityDec5Years",0,0,17,17,466
"cont300dist",24.7612,15.8192,3,1,467
"cont800dist",23.3758,20.339,1,2,467
"EMPEdist",16.6731,17.5141,2,3,467
"distToShore",9.0995,15.2542,4,4,467
"EMPEabund",5.9497,5.6497,5,5,467
"ADPEdist",4.8721,2.8249,8,6,467
"Persistence2Years",4.4266,4.5198,6,7,467
"distNearestIceEdge",3.6708,2.8249,9,8,467
"PredictabilityOct5Years",3.0451,2.2599,12,9,467
"glacierdist",1.1227,1.1299,15,10,467
"DecemberIcePresence",0.9072,2.2599,11,11,467
"InTrough",0.6558,1.1299,14,12,467
"fastIceRatio",0.6042,1.6949,13,13,467
"ADPEabund",0.5109,3.9548,7,14,467
"meanslope",0.3248,2.8249,10,15,467
"meanbathy",4e-04,0,17,16,467
"PredictabilityDec5Years",0,0,16,17,467
"cont300dist",24.7612,17.341,3,1,468
"cont800dist",23.3758,20.8092,1,2,468
"EMPEdist",16.6731,18.4971,2,3,468
"distToShore",9.0995,13.8728,4,4,468
"EMPEabund",5.9497,7.5145,5,5,468
"ADPEdist",4.8721,5.2023,6,6,468
"Persistence2Years",4.4266,2.3121,9,7,468
"distNearestIceEdge",3.6708,3.4682,8,8,468
"PredictabilityOct5Years",3.0451,3.4682,7,9,468
"glacierdist",1.1227,1.1561,13,10,468
"DecemberIcePresence",0.9072,0.578,15,11,468
"InTrough",0.6558,1.7341,10,12,468
"fastIceRatio",0.6042,1.7341,11,13,468
"ADPEabund",0.5109,0.578,14,14,468
"meanslope",0.3248,1.7341,12,15,468
"meanbathy",4e-04,0,17,16,468
"PredictabilityDec5Years",0,0,16,17,468
"cont800dist",22.8943,21.6741,1,1,469
"cont300dist",21.0195,14.63,3,2,469
"EMPEdist",15.9145,14.63,2,3,469
"distToShore",9.7668,9.7533,4,4,469
"ADPEdist",5.5381,2.1674,11,5,469
"EMPEabund",5.4507,8.6696,5,6,469
"Persistence2Years",4.3967,5.9604,7,7,469
"PredictabilityOct5Years",3.5756,4.8767,8,8,469
"distNearestIceEdge",3.2996,6.5022,6,9,469
"DecemberIcePresence",3.0072,1.0837,13,10,469
"InTrough",2.1346,0,16,11,469
"glacierdist",1.1425,2.8589,10,12,469
"meanslope",0.8696,4.3348,9,13,469
"ADPEabund",0.5049,1.6256,12,14,469
"meanbathy",0.397,1.0837,14,15,469
"fastIceRatio",0.0886,0.1496,15,16,469
"PredictabilityDec5Years",0,0,17,17,469
"cont300dist",22.8726,12.7273,3,1,470
"cont800dist",20.9449,20.4545,1,2,470
"distToShore",14.3506,8.1818,4,3,470
"EMPEabund",14.1787,6.8182,6,4,470
"EMPEdist",7.2785,13.1818,2,5,470
"distNearestIceEdge",6.3686,7.7273,5,6,470
"Persistence2Years",5.8736,6.3636,7,7,470
"PredictabilityOct5Years",2.2263,3.6364,11,8,470
"meanslope",1.2818,4.0909,10,9,470
"meanbathy",1.2623,0.4545,16,10,470
"fastIceRatio",1.2144,0.4545,15,11,470
"ADPEabund",1.0463,2.2727,13,12,470
"glacierdist",0.6495,4.0909,9,13,470
"ADPEdist",0.4153,5.9091,8,14,470
"InTrough",0.0366,0.4545,14,15,470
"PredictabilityDec5Years",0,3.1818,12,16,470
"DecemberIcePresence",0,0,17,17,470
"cont300dist",24.7612,19.8864,2,1,471
"cont800dist",23.3758,22.1591,1,2,471
"EMPEdist",16.6731,17.6136,3,3,471
"distToShore",9.0995,10.2273,4,4,471
"EMPEabund",5.9497,5.1136,5,5,471
"ADPEdist",4.8721,3.4091,9,6,471
"Persistence2Years",4.4266,4.5455,6,7,471
"distNearestIceEdge",3.6708,4.5455,8,8,471
"PredictabilityOct5Years",3.0451,4.5455,7,9,471
"glacierdist",1.1227,1.1364,14,10,471
"DecemberIcePresence",0.9072,1.7045,10,11,471
"InTrough",0.6558,0.5682,15,12,471
"fastIceRatio",0.6042,1.7045,11,13,471
"ADPEabund",0.5109,1.1364,13,14,471
"meanslope",0.3248,1.7045,12,15,471
"meanbathy",4e-04,0,17,16,471
"PredictabilityDec5Years",0,0,16,17,471
"cont300dist",23.0934,15.3846,2,1,472
"cont800dist",20.8105,20.0855,1,2,472
"distToShore",14.2755,8.1197,5,3,472
"EMPEabund",14.1495,3.4188,10,4,472
"EMPEdist",7.3513,13.2479,3,5,472
"distNearestIceEdge",6.3363,6.8376,6,6,472
"Persistence2Years",5.8438,11.9658,4,7,472
"PredictabilityOct5Years",2.215,3.8462,9,8,472
"meanslope",1.2998,5.1282,7,9,472
"meanbathy",1.2559,0.4274,15,10,472
"fastIceRatio",1.2082,1.2821,14,11,472
"ADPEabund",1.0386,1.7094,13,12,472
"glacierdist",0.6396,2.1368,12,13,472
"ADPEdist",0.4824,4.2735,8,14,472
"PredictabilityDec5Years",0,2.1368,11,15,472
"DecemberIcePresence",0,0,16,16,472
"InTrough",0,0,17,17,472
"EMPEdist",20.9579,15.0231,2,1,473
"cont800dist",20.3126,11.2673,4,2,473
"cont300dist",13.7127,15.252,1,3,473
"distNearestIceEdge",13.6697,6.5025,7,4,473
"distToShore",10.6022,9.3895,5,5,473
"PredictabilityOct5Years",6.6508,15.0231,3,6,473
"ADPEdist",4.915,4.3817,8,7,473
"EMPEabund",2.9678,4.3817,9,8,473
"PredictabilityDec5Years",1.9886,1.8779,13,9,473
"ADPEabund",1.5361,2.5039,11,10,473
"meanslope",1.3728,8.1375,6,11,473
"Persistence2Years",0.751,3.1298,10,12,473
"meanbathy",0.5023,2.5039,12,13,473
"glacierdist",0.0607,0.626,14,14,473
"DecemberIcePresence",0,0,15,15,473
"InTrough",0,0,16,16,473
"fastIceRatio",0,0,17,17,473
"cont800dist",23.3538,17.8857,2,1,474
"cont300dist",23.1888,19.203,1,2,474
"EMPEdist",12.0444,16.5684,3,3,474
"Persistence2Years",11.373,5.5905,7,4,474
"distToShore",9.0359,10.8599,4,5,474
"ADPEdist",4.3274,5.5905,5,6,474
"PredictabilityOct5Years",4.2586,3.0574,10,7,474
"distNearestIceEdge",4.0314,3.8341,8,8,474
"EMPEabund",3.4058,5.5905,6,9,474
"glacierdist",1.7548,2.5167,12,10,474
"ADPEabund",1.2007,3.3949,9,11,474
"fastIceRatio",1.1654,2.6347,11,12,474
"meanbathy",0.3401,0.7603,15,13,474
"PredictabilityDec5Years",0.2516,0.4358,16,14,474
"meanslope",0.1842,1.1994,13,15,474
"DecemberIcePresence",0.0842,0.8782,14,16,474
"InTrough",0,0,17,17,474
"EMPEdist",23.8819,14.7929,3,1,475
"cont800dist",20.0656,10.0592,4,2,475
"cont300dist",15.4809,17.7515,1,3,475
"ADPEdist",8.2846,4.142,8,4,475
"PredictabilityOct5Years",8.2142,15.3846,2,5,475
"distToShore",8.171,10.0592,5,6,475
"distNearestIceEdge",4.411,4.7337,7,7,475
"fastIceRatio",2.9503,4.142,9,8,475
"EMPEabund",2.6171,3.5503,10,9,475
"meanslope",2.4725,8.284,6,10,475
"InTrough",2.3309,2.9586,11,11,475
"glacierdist",0.3977,0,16,12,475
"Persistence2Years",0.3891,2.9586,12,13,475
"PredictabilityDec5Years",0.3331,1.1834,13,14,475
"ADPEabund",0,0,14,15,475
"DecemberIcePresence",0,0,15,16,475
"meanbathy",0,0,17,17,475
"cont300dist",23.0934,13.7168,2,1,476
"cont800dist",20.8105,19.9115,1,2,476
"distToShore",14.2755,9.7345,4,3,476
"EMPEabund",14.1495,6.6372,6,4,476
"EMPEdist",7.3513,11.5044,3,5,476
"distNearestIceEdge",6.3363,7.9646,5,6,476
"Persistence2Years",5.8438,6.6372,7,7,476
"PredictabilityOct5Years",2.215,3.5398,10,8,476
"meanslope",1.2998,6.1947,8,9,476
"meanbathy",1.2559,0.4425,15,10,476
"fastIceRatio",1.2082,1.3274,14,11,476
"ADPEabund",1.0386,2.2124,13,12,476
"glacierdist",0.6396,2.6549,12,13,476
"ADPEdist",0.4824,4.4248,9,14,476
"PredictabilityDec5Years",0,3.0973,11,15,476
"DecemberIcePresence",0,0,16,16,476
"InTrough",0,0,17,17,476
"cont800dist",22.8943,21.549,1,1,477
"cont300dist",21.0195,16.5376,2,2,477
"EMPEdist",15.9145,14.0319,3,3,477
"distToShore",9.7668,14.0319,4,4,477
"ADPEdist",5.5381,5.0114,5,5,477
"EMPEabund",5.4507,5.0114,6,6,477
"Persistence2Years",4.3967,3.508,9,7,477
"PredictabilityOct5Years",3.5756,3.508,10,8,477
"distNearestIceEdge",3.2996,5.0114,7,9,477
"DecemberIcePresence",3.0072,1.0023,13,10,477
"InTrough",2.1346,0.5011,15,11,477
"glacierdist",1.1425,4.1438,8,12,477
"meanslope",0.8696,3.508,11,13,477
"ADPEabund",0.5049,1.5034,12,14,477
"meanbathy",0.397,1.0023,14,15,477
"fastIceRatio",0.0886,0.1384,16,16,477
"PredictabilityDec5Years",0,0,17,17,477
"cont800dist",22.8943,20.932,1,1,478
"cont300dist",21.0195,15.858,2,2,478
"EMPEdist",15.9145,15.3624,3,3,478
"distToShore",9.7668,14.8669,4,4,478
"ADPEdist",5.5381,4.4601,7,5,478
"EMPEabund",5.4507,3.9645,9,6,478
"Persistence2Years",4.3967,4.9556,6,7,478
"PredictabilityOct5Years",3.5756,4.4601,8,8,478
"distNearestIceEdge",3.2996,5.4512,5,9,478
"DecemberIcePresence",3.0072,0.4956,14,10,478
"InTrough",2.1346,0.4956,15,11,478
"glacierdist",1.1425,3.1102,11,12,478
"meanslope",0.8696,3.9645,10,13,478
"ADPEabund",0.5049,0.4956,13,14,478
"meanbathy",0.397,0.9911,12,15,478
"fastIceRatio",0.0886,0.1368,16,16,478
"PredictabilityDec5Years",0,0,17,17,478
"cont800dist",22.8943,21.7904,1,1,479
"cont300dist",21.0195,19.0666,2,2,479
"EMPEdist",15.9145,15.798,3,3,479
"distToShore",9.7668,10.3504,4,4,479
"ADPEdist",5.5381,4.3581,9,5,479
"EMPEabund",5.4507,5.4476,6,6,479
"Persistence2Years",4.3967,5.4476,7,7,479
"PredictabilityOct5Years",3.5756,0.5448,14,8,479
"distNearestIceEdge",3.2996,5.4476,8,9,479
"DecemberIcePresence",3.0072,0,16,10,479
"InTrough",2.1346,0.5448,13,11,479
"glacierdist",1.1425,2.8823,10,12,479
"meanslope",0.8696,5.9924,5,13,479
"ADPEabund",0.5049,1.0895,11,14,479
"meanbathy",0.397,1.0895,12,15,479
"fastIceRatio",0.0886,0.1504,15,16,479
"PredictabilityDec5Years",0,0,17,17,479
"cont800dist",22.8943,17.4623,2,1,480
"cont300dist",21.0195,18.6265,1,2,480
"EMPEdist",15.9145,16.8802,3,3,480
"distToShore",9.7668,12.8057,4,4,480
"ADPEdist",5.5381,2.476,10,5,480
"EMPEabund",5.4507,6.9849,5,6,480
"Persistence2Years",4.3967,4.0745,8,7,480
"PredictabilityOct5Years",3.5756,2.3283,11,8,480
"distNearestIceEdge",3.2996,6.9849,6,9,480
"DecemberIcePresence",3.0072,1.1642,13,10,480
"InTrough",2.1346,0,16,11,480
"glacierdist",1.1425,1.9026,12,12,480
"meanslope",0.8696,2.9104,9,13,480
"ADPEabund",0.5049,4.0745,7,14,480
"meanbathy",0.397,1.1642,14,15,480
"fastIceRatio",0.0886,0.1607,15,16,480
"PredictabilityDec5Years",0,0,17,17,480
"cont800dist",23.3538,18.7923,1,1,481
"cont300dist",23.1888,18.3626,2,2,481
"EMPEdist",12.0444,15.7842,3,3,481
"Persistence2Years",11.373,4.1818,8,4,481
"distToShore",9.0359,10.6276,4,5,481
"ADPEdist",4.3274,6.3304,5,6,481
"PredictabilityOct5Years",4.2586,3.4121,9,7,481
"distNearestIceEdge",4.0314,3.3223,10,8,481
"EMPEabund",3.4058,6.3304,6,9,481
"glacierdist",1.6689,5.0412,7,10,481
"ADPEabund",1.2007,2.5783,11,11,481
"fastIceRatio",1.1654,0.744,15,12,481
"meanbathy",0.426,0.744,16,13,481
"PredictabilityDec5Years",0.2516,2.1454,12,14,481
"meanslope",0.1842,0.8594,13,15,481
"DecemberIcePresence",0.0842,0.744,14,16,481
"InTrough",0,0,17,17,481
"cont300dist",23.0934,15.8654,2,1,482
"cont800dist",20.8105,18.75,1,2,482
"distToShore",14.2755,10.5769,4,3,482
"EMPEabund",14.1495,4.8077,7,4,482
"EMPEdist",7.3513,12.9808,3,5,482
"distNearestIceEdge",6.3363,7.2115,6,6,482
"Persistence2Years",5.8438,9.6154,5,7,482
"PredictabilityOct5Years",2.215,3.3654,10,8,482
"meanslope",1.2998,4.3269,9,9,482
"meanbathy",1.2559,0.4808,15,10,482
"fastIceRatio",1.2082,2.4038,12,11,482
"ADPEabund",1.0386,0.9615,14,12,482
"glacierdist",0.6396,2.8846,11,13,482
"ADPEdist",0.4824,4.3269,8,14,482
"PredictabilityDec5Years",0,1.4423,13,15,482
"DecemberIcePresence",0,0,16,16,482
"InTrough",0,0,17,17,482
"cont300dist",24.7612,18.6813,1,1,483
"cont800dist",23.3758,18.6813,2,2,483
"EMPEdist",16.6731,17.033,3,3,483
"distToShore",9.0995,12.0879,4,4,483
"EMPEabund",5.9497,5.4945,6,5,483
"ADPEdist",4.8721,4.9451,7,6,483
"Persistence2Years",4.4266,7.1429,5,7,483
"distNearestIceEdge",3.6708,3.8462,9,8,483
"PredictabilityOct5Years",3.0451,4.3956,8,9,483
"glacierdist",1.1227,3.2967,10,10,483
"DecemberIcePresence",0.9072,0.5495,14,11,483
"InTrough",0.6558,1.6484,11,12,483
"fastIceRatio",0.6042,1.0989,13,13,483
"ADPEabund",0.5109,1.0989,12,14,483
"meanslope",0.3248,0,17,15,483
"meanbathy",4e-04,0,16,16,483
"PredictabilityDec5Years",0,0,15,17,483
"cont800dist",22.8943,17.4112,2,1,484
"cont300dist",21.0195,19.9717,1,2,484
"EMPEdist",15.9145,16.3871,3,3,484
"distToShore",9.7668,13.3145,4,4,484
"ADPEdist",5.5381,3.0726,9,5,484
"EMPEabund",5.4507,8.1935,5,6,484
"Persistence2Years",4.3967,4.0968,7,7,484
"PredictabilityOct5Years",3.5756,3.5847,8,8,484
"distNearestIceEdge",3.2996,6.6572,6,9,484
"DecemberIcePresence",3.0072,0,16,10,484
"InTrough",2.1346,0.5121,14,11,484
"glacierdist",1.1425,3.0726,10,12,484
"meanslope",0.8696,1.5363,11,13,484
"ADPEabund",0.5049,1.0242,12,14,484
"meanbathy",0.397,1.0242,13,15,484
"fastIceRatio",0.0886,0.1414,15,16,484
"PredictabilityDec5Years",0,0,17,17,484
"cont800dist",22.8943,16.7055,2,1,485
"cont300dist",21.0195,16.1667,3,2,485
"EMPEdist",15.9145,17.2444,1,3,485
"distToShore",9.7668,13.4722,4,4,485
"ADPEdist",5.5381,3.7722,10,5,485
"EMPEabund",5.4507,5.9278,6,6,485
"Persistence2Years",4.3967,4.85,7,7,485
"PredictabilityOct5Years",3.5756,4.85,8,8,485
"distNearestIceEdge",3.2996,7.0055,5,9,485
"DecemberIcePresence",3.0072,0,15,10,485
"InTrough",2.1346,0,16,11,485
"glacierdist",1.1425,2.8513,11,12,485
"meanslope",0.8696,4.3111,9,13,485
"ADPEabund",0.5049,1.6167,12,14,485
"meanbathy",0.397,1.0778,13,15,485
"fastIceRatio",0.0886,0.1488,14,16,485
"PredictabilityDec5Years",0,0,17,17,485
"cont300dist",22.8726,15.3273,2,1,486
"cont800dist",20.9449,18.2939,1,2,486
"distToShore",14.3506,10.8774,4,3,486
"EMPEabund",14.1787,4.9443,8,4,486
"EMPEdist",7.2785,13.844,3,5,486
"distNearestIceEdge",6.3686,7.4164,6,6,486
"Persistence2Years",5.8736,8.8997,5,7,486
"PredictabilityOct5Years",2.2263,3.461,10,8,486
"meanslope",1.2818,6.553,7,9,486
"meanbathy",1.2623,0.4944,15,10,486
"fastIceRatio",1.2144,1.9777,11,11,486
"ADPEabund",1.0463,0.9889,13,12,486
"glacierdist",0.6495,1.9777,12,13,486
"ADPEdist",0.4153,3.9554,9,14,486
"InTrough",0.0366,0,17,15,486
"PredictabilityDec5Years",0,0.9889,14,16,486
"DecemberIcePresence",0,0,16,17,486
"cont300dist",24.7612,13.9665,3,1,487
"cont800dist",23.3758,26.8156,1,2,487
"EMPEdist",16.6731,13.9665,2,3,487
"distToShore",9.0995,6.7039,5,4,487
"EMPEabund",5.9497,7.8212,4,5,487
"ADPEdist",4.8721,5.5866,7,6,487
"Persistence2Years",4.4266,6.1453,6,7,487
"distNearestIceEdge",3.6708,5.5866,8,8,487
"PredictabilityOct5Years",3.0451,3.9106,9,9,487
"glacierdist",1.1227,2.7933,10,10,487
"DecemberIcePresence",0.9072,1.1173,13,11,487
"InTrough",0.6558,2.2346,11,12,487
"fastIceRatio",0.6042,1.1173,14,13,487
"ADPEabund",0.5109,1.1173,12,14,487
"meanslope",0.3248,1.1173,15,15,487
"meanbathy",4e-04,0,17,16,487
"PredictabilityDec5Years",0,0,16,17,487
"cont800dist",22.8943,18.6906,1,1,488
"cont300dist",21.0195,16.9914,3,2,488
"EMPEdist",15.9145,16.9914,2,3,488
"distToShore",9.7668,11.894,4,4,488
"ADPEdist",5.5381,4.531,8,5,488
"EMPEabund",5.4507,5.6638,6,6,488
"Persistence2Years",4.3967,3.3983,9,7,488
"PredictabilityOct5Years",3.5756,2.8319,11,8,488
"distNearestIceEdge",3.2996,6.2302,5,9,488
"DecemberIcePresence",3.0072,1.6991,12,10,488
"InTrough",2.1346,0.5664,15,11,488
"glacierdist",1.1425,2.9925,10,12,488
"meanslope",0.8696,5.6638,7,13,488
"ADPEabund",0.5049,0.5664,14,14,488
"meanbathy",0.397,1.1328,13,15,488
"fastIceRatio",0.0886,0.1564,16,16,488
"PredictabilityDec5Years",0,0,17,17,488
"cont300dist",24.7612,17.5439,2,1,489
"cont800dist",23.3758,23.9766,1,2,489
"EMPEdist",16.6731,16.9591,3,3,489
"distToShore",9.0995,10.5263,4,4,489
"EMPEabund",5.9497,2.924,9,5,489
"ADPEdist",4.8721,5.848,5,6,489
"Persistence2Years",4.4266,5.2632,6,7,489
"distNearestIceEdge",3.6708,5.2632,7,8,489
"PredictabilityOct5Years",3.0451,2.924,10,9,489
"glacierdist",1.1227,3.5088,8,10,489
"DecemberIcePresence",0.9072,0.5848,14,11,489
"InTrough",0.6558,1.1696,13,12,489
"fastIceRatio",0.6042,1.7544,11,13,489
"ADPEabund",0.5109,0,15,14,489
"meanslope",0.3248,1.7544,12,15,489
"meanbathy",4e-04,0,17,16,489
"PredictabilityDec5Years",0,0,16,17,489
"cont300dist",22.8726,19.0083,2,1,490
"cont800dist",20.9449,22.314,1,2,490
"distToShore",14.3506,9.5041,4,3,490
"EMPEabund",14.1787,4.5455,8,4,490
"EMPEdist",7.2785,11.5702,3,5,490
"distNearestIceEdge",6.3686,5.7851,6,6,490
"Persistence2Years",5.8736,7.438,5,7,490
"PredictabilityOct5Years",2.2263,2.0661,12,8,490
"meanslope",1.2818,5.7851,7,9,490
"meanbathy",1.2623,0.4132,15,10,490
"fastIceRatio",1.2144,2.0661,13,11,490
"ADPEabund",1.0463,0.8264,14,12,490
"glacierdist",0.6495,2.4793,10,13,490
"ADPEdist",0.4153,4.1322,9,14,490
"InTrough",0.0366,0,17,15,490
"PredictabilityDec5Years",0,2.0661,11,16,490
"DecemberIcePresence",0,0,16,17,490
"cont800dist",22.8943,23.7765,1,1,491
"cont300dist",21.0195,16.0353,2,2,491
"EMPEdist",15.9145,15.4824,3,3,491
"distToShore",9.7668,8.2941,4,4,491
"ADPEdist",5.5381,6.6353,5,5,491
"EMPEabund",5.4507,5.5294,7,6,491
"Persistence2Years",4.3967,4.4235,8,7,491
"PredictabilityOct5Years",3.5756,4.4235,9,8,491
"distNearestIceEdge",3.2996,6.6353,6,9,491
"DecemberIcePresence",3.0072,0,16,10,491
"InTrough",2.1346,0.5529,14,11,491
"glacierdist",1.1425,3.4786,10,12,491
"meanslope",0.8696,2.9215,11,13,491
"ADPEabund",0.5049,0.5529,13,14,491
"meanbathy",0.397,1.1059,12,15,491
"fastIceRatio",0.0886,0.1527,15,16,491
"PredictabilityDec5Years",0,0,17,17,491
"cont800dist",22.8943,20.9959,1,1,492
"cont300dist",21.0195,17.4112,2,2,492
"EMPEdist",15.9145,14.8508,3,3,492
"distToShore",9.7668,13.3145,4,4,492
"ADPEdist",5.5381,3.5847,9,5,492
"EMPEabund",5.4507,4.6089,7,6,492
"Persistence2Years",4.3967,5.633,6,7,492
"PredictabilityOct5Years",3.5756,2.5605,11,8,492
"distNearestIceEdge",3.2996,6.6572,5,9,492
"DecemberIcePresence",3.0072,0.5121,14,10,492
